"","Description","Chromosome.Name","Gene.Start..bp.","Gene.End..bp.","Associated.Gene.Name","Gene.Biotype","symbol","id"
"ENSG00000219626","family with sequence similarity 228, member B [Source:HGNC Symbol;Acc:24736]","2",24299396,24392509,"FAM228B","protein_coding","FAM228B","ENSG00000219626"
"ENSG00000198399","intersectin 2 [Source:HGNC Symbol;Acc:6184]","2",24425733,24583583,"ITSN2","protein_coding","ITSN2","ENSG00000198399"
"ENSG00000084676","nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:7668]","2",24714783,24993571,"NCOA1","protein_coding","NCOA1","ENSG00000084676"
"ENSG00000184924","peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:33782]","2",25012603,25016251,"PTRHD1","protein_coding","PTRHD1","ENSG00000184924"
"ENSG00000115137","DnaJ (Hsp40) homolog, subfamily C, member 27 [Source:HGNC Symbol;Acc:30290]","2",25166505,25194963,"DNAJC27","protein_coding","DNAJC27","ENSG00000115137"
"ENSG00000224165","DNAJC27 antisense RNA 1 [Source:HGNC Symbol;Acc:42943]","2",25194259,25262563,"DNAJC27-AS1","antisense","DNAJC27-AS1","ENSG00000224165"
"ENSG00000115138","proopiomelanocortin [Source:HGNC Symbol;Acc:9201]","2",25383722,25391772,"POMC","protein_coding","POMC","ENSG00000115138"
"ENSG00000119772","DNA (cytosine-5-)-methyltransferase 3 alpha [Source:HGNC Symbol;Acc:2978]","2",25455845,25565459,"DNMT3A","protein_coding","DNMT3A","ENSG00000119772"
"ENSG00000224220","","2",25643986,25650512,"AC104699.1","antisense","AC104699.1","ENSG00000224220"
"ENSG00000143970","additional sex combs like 2 (Drosophila) [Source:HGNC Symbol;Acc:23805]","2",25956622,26101385,"ASXL2","protein_coding","ASXL2","ENSG00000143970"
"ENSG00000268412","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R242]","2",26251074,26251481,"AC013449.1","protein_coding","AC013449.1","ENSG00000268412"
"ENSG00000084733","RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:9759]","2",26256976,26360323,"RAB10","protein_coding","RAB10","ENSG00000084733"
"ENSG00000084754","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:HGNC Symbol;Acc:4801]","2",26413504,26467594,"HADHA","protein_coding","HADHA","ENSG00000084754"
"ENSG00000138029","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit [Source:HGNC Symbol;Acc:4803]","2",26466038,26513336,"HADHB","protein_coding","HADHB","ENSG00000138029"
"ENSG00000213699","solute carrier family 35, member F6 [Source:HGNC Symbol;Acc:26055]","2",26987152,27004099,"SLC35F6","protein_coding","SLC35F6","ENSG00000213699"
"ENSG00000119777","transmembrane protein 214 [Source:HGNC Symbol;Acc:25983]","2",27255778,27264563,"TMEM214","protein_coding","TMEM214","ENSG00000119777"
"ENSG00000228474","oligosaccharyltransferase 4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:32483]","2",27293340,27294641,"OST4","protein_coding","OST4","ENSG00000228474"
"ENSG00000138030","ketohexokinase (fructokinase) [Source:HGNC Symbol;Acc:6315]","2",27309615,27323640,"KHK","protein_coding","KHK","ENSG00000138030"
"ENSG00000138073","prolactin regulatory element binding [Source:HGNC Symbol;Acc:9356]","2",27353624,27357543,"PREB","protein_coding","PREB","ENSG00000138073"
"ENSG00000138074","solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:HGNC Symbol;Acc:11041]","2",27422455,27435826,"SLC5A6","protein_coding","SLC5A6","ENSG00000138074"
"ENSG00000138085","all-trans retinoic acid-induced differentiation factor [Source:HGNC Symbol;Acc:24090]","2",27434895,27440046,"ATRAID","protein_coding","ATRAID","ENSG00000138085"
"ENSG00000115204","MpV17 mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:7224]","2",27532360,27548547,"MPV17","protein_coding","MPV17","ENSG00000115204"
"ENSG00000115207","general transcription factor IIIC, polypeptide 2, beta 110kDa [Source:HGNC Symbol;Acc:4665]","2",27548716,27579868,"GTF3C2","protein_coding","GTF3C2","ENSG00000115207"
"ENSG00000115211","eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa [Source:HGNC Symbol;Acc:3260]","2",27587219,27593353,"EIF2B4","protein_coding","EIF2B4","ENSG00000115211"
"ENSG00000115234","sorting nexin 17 [Source:HGNC Symbol;Acc:14979]","2",27593389,27599995,"SNX17","protein_coding","SNX17","ENSG00000115234"
"ENSG00000163795","zinc finger protein 513 [Source:HGNC Symbol;Acc:26498]","2",27600098,27603657,"ZNF513","protein_coding","ZNF513","ENSG00000163795"
"ENSG00000115241","protein phosphatase, Mg2+/Mn2+ dependent, 1G [Source:HGNC Symbol;Acc:9278]","2",27604061,27632554,"PPM1G","protein_coding","PPM1G","ENSG00000115241"
"ENSG00000115216","nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:7993]","2",27650657,27665126,"NRBP1","protein_coding","NRBP1","ENSG00000115216"
"ENSG00000157992","keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:28943]","2",27665233,27669348,"KRTCAP3","protein_coding","KRTCAP3","ENSG00000157992"
"ENSG00000243943","zinc finger protein 512 [Source:HGNC Symbol;Acc:29380]","2",27805897,27858041,"ZNF512","protein_coding","ZNF512","ENSG00000243943"
"ENSG00000176714","coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:25833]","2",27848506,27851879,"CCDC121","protein_coding","CCDC121","ENSG00000176714"
